[EVALUATE] Split: test_balanced | Batch 50/5897 | Loss: 0.000145
[EVALUATE] Split: test_balanced | Batch 1400/5897 | Loss: 0.470054
[EVALUATE] Split: test_balanced | Batch 1400/5897 | Loss: 0.470054
[EVALUATE] Split: test_balanced | Batch 1400/5897 | Loss: 0.470054
[EVALUATE] Split: test_balanced | Batch 1400/5897 | Loss: 0.470054
[EVALUATE] Split: test_balanced | Batch 1450/5897 | Loss: 0.828311
[EVALUATE] Split: test_balanced | Batch 1450/5897 | Loss: 0.828311
[EVALUATE] Split: test_balanced | Batch 1450/5897 | Loss: 0.828311
[EVALUATE] Split: test_balanced | Batch 1450/5897 | Loss: 0.828311
[EVALUATE] Split: test_balanced | Batch 1500/5897 | Loss: 0.087667
[EVALUATE] Split: test_balanced | Batch 1500/5897 | Loss: 0.087667
[EVALUATE] Split: test_balanced | Batch 1500/5897 | Loss: 0.087667
[EVALUATE] Split: test_balanced | Batch 1500/5897 | Loss: 0.087667
[EVALUATE] Split: test_balanced | Batch 1550/5897 | Loss: 0.644079
[EVALUATE] Split: test_balanced | Batch 1550/5897 | Loss: 0.644079
[EVALUATE] Split: test_balanced | Batch 1550/5897 | Loss: 0.644079
[EVALUATE] Split: test_balanced | Batch 1550/5897 | Loss: 0.644079
[EVALUATE] Split: test_balanced | Batch 1600/5897 | Loss: 0.724442
[EVALUATE] Split: test_balanced | Batch 1600/5897 | Loss: 0.724442
[EVALUATE] Split: test_balanced | Batch 1600/5897 | Loss: 0.724442
[EVALUATE] Split: test_balanced | Batch 1650/5897 | Loss: 1.277904
[EVALUATE] Split: test_balanced | Batch 1600/5897 | Loss: 0.724442
[EVALUATE] Split: test_balanced | Batch 1650/5897 | Loss: 1.277904
[EVALUATE] Split: test_balanced | Batch 1650/5897 | Loss: 1.277904
[EVALUATE] Split: test_balanced | Batch 1700/5897 | Loss: 2.542885
[EVALUATE] Split: test_balanced | Batch 1650/5897 | Loss: 1.277904
[EVALUATE] Split: test_balanced | Batch 1700/5897 | Loss: 2.542885
[EVALUATE] Split: test_balanced | Batch 1700/5897 | Loss: 2.542885
[EVALUATE] Split: test_balanced | Batch 1750/5897 | Loss: 1.062545
[EVALUATE] Split: test_balanced | Batch 1700/5897 | Loss: 2.542885
[EVALUATE] Split: test_balanced | Batch 1750/5897 | Loss: 1.062545
[EVALUATE] Split: test_balanced | Batch 1750/5897 | Loss: 1.062545
[EVALUATE] Split: test_balanced | Batch 1800/5897 | Loss: 1.956183
[EVALUATE] Split: test_balanced | Batch 1750/5897 | Loss: 1.062545
[EVALUATE] Split: test_balanced | Batch 1800/5897 | Loss: 1.956183
[EVALUATE] Split: test_balanced | Batch 1800/5897 | Loss: 1.956183
[EVALUATE] Split: test_balanced | Batch 1850/5897 | Loss: 3.129860
[EVALUATE] Split: test_balanced | Batch 1800/5897 | Loss: 1.956183
[EVALUATE] Split: test_balanced | Batch 1850/5897 | Loss: 3.129860
[EVALUATE] Split: test_balanced | Batch 1850/5897 | Loss: 3.129860
[EVALUATE] Split: test_balanced | Batch 1900/5897 | Loss: 0.768177
[EVALUATE] Split: test_balanced | Batch 1850/5897 | Loss: 3.129860
[EVALUATE] Split: test_balanced | Batch 1900/5897 | Loss: 0.768177
[EVALUATE] Split: test_balanced | Batch 1900/5897 | Loss: 0.768177
[EVALUATE] Split: test_balanced | Batch 1950/5897 | Loss: 1.229700
[EVALUATE] Split: test_balanced | Batch 1900/5897 | Loss: 0.768177
[EVALUATE] Split: test_balanced | Batch 1950/5897 | Loss: 1.229700
[EVALUATE] Split: test_balanced | Batch 1950/5897 | Loss: 1.229700
[EVALUATE] Split: test_balanced | Batch 2000/5897 | Loss: 1.226406
[EVALUATE] Split: test_balanced | Batch 1950/5897 | Loss: 1.229700
[EVALUATE] Split: test_balanced | Batch 2000/5897 | Loss: 1.226406
[EVALUATE] Split: test_balanced | Batch 2000/5897 | Loss: 1.226406
[EVALUATE] Split: test_balanced | Batch 2050/5897 | Loss: 0.770719
[EVALUATE] Split: test_balanced | Batch 2000/5897 | Loss: 1.226406
[EVALUATE] Split: test_balanced | Batch 2050/5897 | Loss: 0.770719
[EVALUATE] Split: test_balanced | Batch 2050/5897 | Loss: 0.770719
[EVALUATE] Split: test_balanced | Batch 2100/5897 | Loss: 0.352626
[EVALUATE] Split: test_balanced | Batch 2050/5897 | Loss: 0.770719
[EVALUATE] Split: test_balanced | Batch 2100/5897 | Loss: 0.352626
[EVALUATE] Split: test_balanced | Batch 2100/5897 | Loss: 0.352626
[EVALUATE] Split: test_balanced | Batch 2150/5897 | Loss: 1.959771
[EVALUATE] Split: test_balanced | Batch 2100/5897 | Loss: 0.352626
[EVALUATE] Split: test_balanced | Batch 2150/5897 | Loss: 1.959771
[EVALUATE] Split: test_balanced | Batch 2150/5897 | Loss: 1.959771
[EVALUATE] Split: test_balanced | Batch 2200/5897 | Loss: 1.467071
[EVALUATE] Split: test_balanced | Batch 2150/5897 | Loss: 1.959771
[EVALUATE] Split: test_balanced | Batch 2200/5897 | Loss: 1.467071
[EVALUATE] Split: test_balanced | Batch 2200/5897 | Loss: 1.467071
[EVALUATE] Split: test_balanced | Batch 2250/5897 | Loss: 0.971793
[EVALUATE] Split: test_balanced | Batch 2200/5897 | Loss: 1.467071
[EVALUATE] Split: test_balanced | Batch 2250/5897 | Loss: 0.971793
[EVALUATE] Split: test_balanced | Batch 2250/5897 | Loss: 0.971793
[EVALUATE] Split: test_balanced | Batch 2300/5897 | Loss: 0.985947
[EVALUATE] Split: test_balanced | Batch 2250/5897 | Loss: 0.971793
[EVALUATE] Split: test_balanced | Batch 2300/5897 | Loss: 0.985947
[EVALUATE] Split: test_balanced | Batch 2300/5897 | Loss: 0.985947
[EVALUATE] Split: test_balanced | Batch 2350/5897 | Loss: 4.668651
[EVALUATE] Split: test_balanced | Batch 2300/5897 | Loss: 0.985947
[EVALUATE] Split: test_balanced | Batch 2350/5897 | Loss: 4.668651
[EVALUATE] Split: test_balanced | Batch 2350/5897 | Loss: 4.668651
[EVALUATE] Split: test_balanced | Batch 2400/5897 | Loss: 2.691076
[EVALUATE] Split: test_balanced | Batch 2350/5897 | Loss: 4.668651
[EVALUATE] Split: test_balanced | Batch 2400/5897 | Loss: 2.691076
[EVALUATE] Split: test_balanced | Batch 2400/5897 | Loss: 2.691076
[EVALUATE] Split: test_balanced | Batch 2450/5897 | Loss: 1.404435
[EVALUATE] Split: test_balanced | Batch 2450/5897 | Loss: 1.404435
[EVALUATE] Split: test_balanced | Batch 2400/5897 | Loss: 2.691076
[EVALUATE] Split: test_balanced | Batch 2450/5897 | Loss: 1.404435
[EVALUATE] Split: test_balanced | Batch 2500/5897 | Loss: 1.431223
[EVALUATE] Split: test_balanced | Batch 2500/5897 | Loss: 1.431223
[EVALUATE] Split: test_balanced | Batch 2450/5897 | Loss: 1.404435
[EVALUATE] Split: test_balanced | Batch 2500/5897 | Loss: 1.431223
[EVALUATE] Split: test_balanced | Batch 2550/5897 | Loss: 4.072622
[EVALUATE] Split: test_balanced | Batch 2550/5897 | Loss: 4.072622
[EVALUATE] Split: test_balanced | Batch 2500/5897 | Loss: 1.431223
[EVALUATE] Split: test_balanced | Batch 2550/5897 | Loss: 4.072622
[EVALUATE] Split: test_balanced | Batch 2600/5897 | Loss: 2.894208
[EVALUATE] Split: test_balanced | Batch 2600/5897 | Loss: 2.894208
[EVALUATE] Split: test_balanced | Batch 2550/5897 | Loss: 4.072622
[EVALUATE] Split: test_balanced | Batch 2600/5897 | Loss: 2.894208
[EVALUATE] Split: test_balanced | Batch 2650/5897 | Loss: 1.330206
[EVALUATE] Split: test_balanced | Batch 2650/5897 | Loss: 1.330206
[EVALUATE] Split: test_balanced | Batch 2650/5897 | Loss: 1.330206
[EVALUATE] Split: test_balanced | Batch 2600/5897 | Loss: 2.894208
[EVALUATE] Split: test_balanced | Batch 2700/5897 | Loss: 0.156616
[EVALUATE] Split: test_balanced | Batch 2700/5897 | Loss: 0.156616
[EVALUATE] Split: test_balanced | Batch 2700/5897 | Loss: 0.156616
[EVALUATE] Split: test_balanced | Batch 2650/5897 | Loss: 1.330206
[EVALUATE] Split: test_balanced | Batch 2750/5897 | Loss: 2.056824
[EVALUATE] Split: test_balanced | Batch 2750/5897 | Loss: 2.056824
[EVALUATE] Split: test_balanced | Batch 2750/5897 | Loss: 2.056824
[EVALUATE] Split: test_balanced | Batch 2700/5897 | Loss: 0.156616
[EVALUATE] Split: test_balanced | Batch 2800/5897 | Loss: 0.803137
[EVALUATE] Split: test_balanced | Batch 2800/5897 | Loss: 0.803137
[EVALUATE] Split: test_balanced | Batch 2800/5897 | Loss: 0.803137
[EVALUATE] Split: test_balanced | Batch 2750/5897 | Loss: 2.056824
[EVALUATE] Split: test_balanced | Batch 2850/5897 | Loss: 4.167015
[EVALUATE] Split: test_balanced | Batch 2850/5897 | Loss: 4.167015
[EVALUATE] Split: test_balanced | Batch 2850/5897 | Loss: 4.167015
[EVALUATE] Split: test_balanced | Batch 2800/5897 | Loss: 0.803137
[EVALUATE] Split: test_balanced | Batch 2900/5897 | Loss: 3.075486
[EVALUATE] Split: test_balanced | Batch 2900/5897 | Loss: 3.075486
[EVALUATE] Split: test_balanced | Batch 2900/5897 | Loss: 3.075486
[EVALUATE] Split: test_balanced | Batch 2850/5897 | Loss: 4.167015
[EVALUATE] Split: test_balanced | Batch 2950/5897 | Loss: 0.551227
[EVALUATE] Split: test_balanced | Batch 2950/5897 | Loss: 0.551227
[EVALUATE] Split: test_balanced | Batch 2950/5897 | Loss: 0.551227
[EVALUATE] Split: test_balanced | Batch 2900/5897 | Loss: 3.075486
[EVALUATE] Split: test_balanced | Batch 3000/5897 | Loss: 0.741425
[EVALUATE] Split: test_balanced | Batch 3000/5897 | Loss: 0.741425
[EVALUATE] Split: test_balanced | Batch 3000/5897 | Loss: 0.741425
[EVALUATE] Split: test_balanced | Batch 2950/5897 | Loss: 0.551227
[EVALUATE] Split: test_balanced | Batch 3050/5897 | Loss: 2.520522
[EVALUATE] Split: test_balanced | Batch 3050/5897 | Loss: 2.520522
[EVALUATE] Split: test_balanced | Batch 3050/5897 | Loss: 2.520522
[EVALUATE] Split: test_balanced | Batch 3000/5897 | Loss: 0.741425
[EVALUATE] Split: test_balanced | Batch 3100/5897 | Loss: 1.145874
[EVALUATE] Split: test_balanced | Batch 3100/5897 | Loss: 1.145874
[EVALUATE] Split: test_balanced | Batch 3100/5897 | Loss: 1.145874
[EVALUATE] Split: test_balanced | Batch 3050/5897 | Loss: 2.520522
[EVALUATE] Split: test_balanced | Batch 3150/5897 | Loss: 1.687000
[EVALUATE] Split: test_balanced | Batch 3150/5897 | Loss: 1.687000
[EVALUATE] Split: test_balanced | Batch 3150/5897 | Loss: 1.687000
[EVALUATE] Split: test_balanced | Batch 3100/5897 | Loss: 1.145874
[EVALUATE] Split: test_balanced | Batch 3200/5897 | Loss: 0.560071
[EVALUATE] Split: test_balanced | Batch 3200/5897 | Loss: 0.560071
[EVALUATE] Split: test_balanced | Batch 3200/5897 | Loss: 0.560071
[EVALUATE] Split: test_balanced | Batch 3150/5897 | Loss: 1.687000
[EVALUATE] Split: test_balanced | Batch 3250/5897 | Loss: 1.961068
[EVALUATE] Split: test_balanced | Batch 3250/5897 | Loss: 1.961068
[EVALUATE] Split: test_balanced | Batch 3250/5897 | Loss: 1.961068
[EVALUATE] Split: test_balanced | Batch 3200/5897 | Loss: 0.560071
[EVALUATE] Split: test_balanced | Batch 3300/5897 | Loss: 0.258808
[EVALUATE] Split: test_balanced | Batch 3300/5897 | Loss: 0.258808
[EVALUATE] Split: test_balanced | Batch 3300/5897 | Loss: 0.258808
[EVALUATE] Split: test_balanced | Batch 3350/5897 | Loss: 0.628525
[EVALUATE] Split: test_balanced | Batch 3250/5897 | Loss: 1.961068
[EVALUATE] Split: test_balanced | Batch 3350/5897 | Loss: 0.628525
[EVALUATE] Split: test_balanced | Batch 3350/5897 | Loss: 0.628525
[EVALUATE] Split: test_balanced | Batch 3400/5897 | Loss: 0.112961
[EVALUATE] Split: test_balanced | Batch 3300/5897 | Loss: 0.258808
[EVALUATE] Split: test_balanced | Batch 3400/5897 | Loss: 0.112961
[EVALUATE] Split: test_balanced | Batch 3400/5897 | Loss: 0.112961
[EVALUATE] Split: test_balanced | Batch 3450/5897 | Loss: 0.671422
[EVALUATE] Split: test_balanced | Batch 3350/5897 | Loss: 0.628525
[EVALUATE] Split: test_balanced | Batch 3450/5897 | Loss: 0.671422
[EVALUATE] Split: test_balanced | Batch 3450/5897 | Loss: 0.671422
[EVALUATE] Split: test_balanced | Batch 3500/5897 | Loss: 0.703393
[EVALUATE] Split: test_balanced | Batch 3400/5897 | Loss: 0.112961
[EVALUATE] Split: test_balanced | Batch 3500/5897 | Loss: 0.703393
[EVALUATE] Split: test_balanced | Batch 3500/5897 | Loss: 0.703393
[EVALUATE] Split: test_balanced | Batch 3550/5897 | Loss: 0.948250
[EVALUATE] Split: test_balanced | Batch 3450/5897 | Loss: 0.671422
[EVALUATE] Split: test_balanced | Batch 3550/5897 | Loss: 0.948250
[EVALUATE] Split: test_balanced | Batch 3550/5897 | Loss: 0.948250
[EVALUATE] Split: test_balanced | Batch 3600/5897 | Loss: 0.136699
[EVALUATE] Split: test_balanced | Batch 3500/5897 | Loss: 0.703393
[EVALUATE] Split: test_balanced | Batch 3600/5897 | Loss: 0.136699
[EVALUATE] Split: test_balanced | Batch 3600/5897 | Loss: 0.136699
[EVALUATE] Split: test_balanced | Batch 3650/5897 | Loss: 0.649434
[EVALUATE] Split: test_balanced | Batch 3550/5897 | Loss: 0.948250
[EVALUATE] Split: test_balanced | Batch 3650/5897 | Loss: 0.649434
[EVALUATE] Split: test_balanced | Batch 3650/5897 | Loss: 0.649434
[EVALUATE] Split: test_balanced | Batch 3700/5897 | Loss: 0.908023
[EVALUATE] Split: test_balanced | Batch 3600/5897 | Loss: 0.136699
[EVALUATE] Split: test_balanced | Batch 3700/5897 | Loss: 0.908023
[EVALUATE] Split: test_balanced | Batch 3700/5897 | Loss: 0.908023
[EVALUATE] Split: test_balanced | Batch 3750/5897 | Loss: 4.584427
[EVALUATE] Split: test_balanced | Batch 3650/5897 | Loss: 0.649434
[EVALUATE] Split: test_balanced | Batch 3750/5897 | Loss: 4.584427
[EVALUATE] Split: test_balanced | Batch 3750/5897 | Loss: 4.584427
[EVALUATE] Split: test_balanced | Batch 3800/5897 | Loss: 1.189481
[EVALUATE] Split: test_balanced | Batch 3700/5897 | Loss: 0.908023
[EVALUATE] Split: test_balanced | Batch 3800/5897 | Loss: 1.189481
[EVALUATE] Split: test_balanced | Batch 3800/5897 | Loss: 1.189481
[EVALUATE] Split: test_balanced | Batch 3850/5897 | Loss: 0.430926
[EVALUATE] Split: test_balanced | Batch 3750/5897 | Loss: 4.584427
[EVALUATE] Split: test_balanced | Batch 3850/5897 | Loss: 0.430926
[EVALUATE] Split: test_balanced | Batch 3850/5897 | Loss: 0.430926
[EVALUATE] Split: test_balanced | Batch 3900/5897 | Loss: 1.653008
[EVALUATE] Split: test_balanced | Batch 3800/5897 | Loss: 1.189481
[EVALUATE] Split: test_balanced | Batch 3900/5897 | Loss: 1.653008
[EVALUATE] Split: test_balanced | Batch 3900/5897 | Loss: 1.653008
[EVALUATE] Split: test_balanced | Batch 3950/5897 | Loss: 3.040049
[EVALUATE] Split: test_balanced | Batch 3850/5897 | Loss: 0.430926
[EVALUATE] Split: test_balanced | Batch 3950/5897 | Loss: 3.040049
[EVALUATE] Split: test_balanced | Batch 3950/5897 | Loss: 3.040049
[EVALUATE] Split: test_balanced | Batch 4000/5897 | Loss: 0.144888
[EVALUATE] Split: test_balanced | Batch 3900/5897 | Loss: 1.653008
[EVALUATE] Split: test_balanced | Batch 4000/5897 | Loss: 0.144888
[EVALUATE] Split: test_balanced | Batch 4000/5897 | Loss: 0.144888
[EVALUATE] Split: test_balanced | Batch 4050/5897 | Loss: 0.496393
[EVALUATE] Split: test_balanced | Batch 3950/5897 | Loss: 3.040049
[EVALUATE] Split: test_balanced | Batch 4050/5897 | Loss: 0.496393
[EVALUATE] Split: test_balanced | Batch 4050/5897 | Loss: 0.496393
[EVALUATE] Split: test_balanced | Batch 4100/5897 | Loss: 2.137743
[EVALUATE] Split: test_balanced | Batch 4000/5897 | Loss: 0.144888
[EVALUATE] Split: test_balanced | Batch 4100/5897 | Loss: 2.137743
[EVALUATE] Split: test_balanced | Batch 4100/5897 | Loss: 2.137743
[EVALUATE] Split: test_balanced | Batch 4150/5897 | Loss: 0.635179
[EVALUATE] Split: test_balanced | Batch 4050/5897 | Loss: 0.496393
[EVALUATE] Split: test_balanced | Batch 4150/5897 | Loss: 0.635179
[EVALUATE] Split: test_balanced | Batch 4150/5897 | Loss: 0.635179
[EVALUATE] Split: test_balanced | Batch 4200/5897 | Loss: 0.607682
[EVALUATE] Split: test_balanced | Batch 4100/5897 | Loss: 2.137743
[EVALUATE] Split: test_balanced | Batch 4200/5897 | Loss: 0.607682
[EVALUATE] Split: test_balanced | Batch 4200/5897 | Loss: 0.607682
[EVALUATE] Split: test_balanced | Batch 4250/5897 | Loss: 0.108993
[EVALUATE] Split: test_balanced | Batch 4150/5897 | Loss: 0.635179
[EVALUATE] Split: test_balanced | Batch 4250/5897 | Loss: 0.108993
[EVALUATE] Split: test_balanced | Batch 4250/5897 | Loss: 0.108993
[EVALUATE] Split: test_balanced | Batch 4300/5897 | Loss: 1.458122
[EVALUATE] Split: test_balanced | Batch 4200/5897 | Loss: 0.607682
[EVALUATE] Split: test_balanced | Batch 4300/5897 | Loss: 1.458122
[EVALUATE] Split: test_balanced | Batch 4300/5897 | Loss: 1.458122
[EVALUATE] Split: test_balanced | Batch 4350/5897 | Loss: 0.803509
[EVALUATE] Split: test_balanced | Batch 4250/5897 | Loss: 0.108993
[EVALUATE] Split: test_balanced | Batch 4350/5897 | Loss: 0.803509
[EVALUATE] Split: test_balanced | Batch 4350/5897 | Loss: 0.803509
[EVALUATE] Split: test_balanced | Batch 4400/5897 | Loss: 1.205398
[EVALUATE] Split: test_balanced | Batch 4300/5897 | Loss: 1.458122
[EVALUATE] Split: test_balanced | Batch 4400/5897 | Loss: 1.205398
[EVALUATE] Split: test_balanced | Batch 4400/5897 | Loss: 1.205398
[EVALUATE] Split: test_balanced | Batch 4450/5897 | Loss: 0.549770
[EVALUATE] Split: test_balanced | Batch 4350/5897 | Loss: 0.803509
[EVALUATE] Split: test_balanced | Batch 4450/5897 | Loss: 0.549770
[EVALUATE] Split: test_balanced | Batch 4450/5897 | Loss: 0.549770
[EVALUATE] Split: test_balanced | Batch 4500/5897 | Loss: 0.027435
[EVALUATE] Split: test_balanced | Batch 4400/5897 | Loss: 1.205398
[EVALUATE] Split: test_balanced | Batch 4500/5897 | Loss: 0.027435
[EVALUATE] Split: test_balanced | Batch 4500/5897 | Loss: 0.027435
[EVALUATE] Split: test_balanced | Batch 4550/5897 | Loss: 0.041013
[EVALUATE] Split: test_balanced | Batch 4450/5897 | Loss: 0.549770
[EVALUATE] Split: test_balanced | Batch 4550/5897 | Loss: 0.041013
[EVALUATE] Split: test_balanced | Batch 4550/5897 | Loss: 0.041013
[EVALUATE] Split: test_balanced | Batch 4600/5897 | Loss: 1.382365
[EVALUATE] Split: test_balanced | Batch 4500/5897 | Loss: 0.027435
[EVALUATE] Split: test_balanced | Batch 4600/5897 | Loss: 1.382365
[EVALUATE] Split: test_balanced | Batch 4600/5897 | Loss: 1.382365
[EVALUATE] Split: test_balanced | Batch 4650/5897 | Loss: 2.241426
[EVALUATE] Split: test_balanced | Batch 4550/5897 | Loss: 0.041013
[EVALUATE] Split: test_balanced | Batch 4650/5897 | Loss: 2.241426
